Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
20091231,21,0,0,0.464,0.308,1.684,0.2,0.094,0,1.43,-24.778,-3.334,3.309,1.149,1.221,38.688,4
20100331,21,0,0,0.486,0.335,1.676,0.217,0.094,0,1.447,-41.99,-3.202,3.681,1.095,1.18,41.958,4
20100630,21,0,0,0.491,0.315,1.5,0.213,0.094,0,1.424,-48.154,-3.34,3.949,1.15,1.232,43.324,4
20100930,21,0,0,0.476,0.306,1.592,0.213,0.094,0,1.411,-93.546,-3.438,3.622,1.212,1.291,45.314,4
20101231,21,0,0,0.421,0.273,1.602,0.208,0.085,0,1.309,7.359,-4.219,3.388,1.337,1.403,47.152,4
20110331,21,0,0,0.446,0.27,1.572,0.204,0.085,0,1.325,9.672,-4.067,3.548,1.311,1.384,48.133,3
20110630,21,0,0,0.428,0.238,1.536,0.184,0.085,0,1.29,8.917,-4.416,3.443,1.316,1.386,47.322,3
20110930,21,0,0,0.426,0.209,1.217,0.166,0.085,0,1.258,7.839,-4.822,4.485,1.333,1.397,44.264,3
20111231,21,0,0,0.42,0.138,0.777,0.091,0.081,0,1.502,-0.839,-2.976,4.868,1.379,1.437,45.949,3
20120331,21,0,0,0.428,0.151,0.825,0.11,0.081,0,1.37,-1.845,-3.665,7.114,1.339,1.4,39.505,3
20120630,21,0,0,0.424,0.139,0.714,0.097,0.081,0,1.432,-1.142,-3.289,8.275,1.376,1.436,37.862,3
